D_number,date_UTC,Latitude,Longitude,U_speed_mps,U_Dir_deg,batteryState
418,2025-06-27 20:51:59,54.39545,7.75517,0.0137011597209557,14.1502081701294,GOOD
420,2025-06-27 20:51:55,54.39566,7.75467,0.0104431441854,22.269107226647,GOOD
421,2025-06-27 20:48:24,54.3952,7.75628,0.162698378478116,-158.682559443064,GOOD
414,2025-06-27 20:52:36,54.39558,7.75221,0.0064288853857399,91.0145898723805,GOOD
415,2025-06-27 20:48:46,54.39493,7.75367,0.0149569383705755,-162.721371980598,GOOD
416,2025-06-27 20:53:49,54.39524,7.75306,0.0129479565936435,-123.416564597098,GOOD
417,2025-06-27 20:28:20,54.39523,7.75562,0.0,0.0,GOOD
418,2025-06-27 20:51:59,54.39545,7.75517,0.0137011597209557,14.1502081701294,GOOD
420,2025-06-27 20:51:55,54.39566,7.75467,0.0104431441854,22.269107226647,GOOD
421,2025-06-27 20:48:24,54.3952,7.75628,0.162698378478116,-158.682559443064,GOOD
414,2025-06-27 20:52:36,54.39558,7.75221,0.0064288853857399,91.0145898723805,GOOD
415,2025-06-27 20:48:46,54.39493,7.75367,0.0149569383705755,-162.721371980598,GOOD
416,2025-06-27 20:53:49,54.39524,7.75306,0.0129479565936435,-123.416564597098,GOOD
417,2025-06-27 20:28:20,54.39523,7.75562,0.0,0.0,GOOD
418,2025-06-27 20:51:59,54.39545,7.75517,0.0137011597209557,14.1502081701294,GOOD
420,2025-06-27 20:51:55,54.39566,7.75467,0.0104431441854,22.269107226647,GOOD
421,2025-06-27 20:48:24,54.3952,7.75628,0.162698378478116,-158.682559443064,GOOD
414,2025-06-27 21:27:45,54.39571,7.75229,0.054021921268535,-19.5474253599257,GOOD
415,2025-06-27 21:23:37,54.39492,7.75362,0.0193252310172436,-88.9865975921081,GOOD
416,2025-06-27 21:38:50,54.39519,7.75306,0.0021324253827939,91.0138896858981,GOOD
417,2025-06-27 21:28:21,54.39534,7.75575,0.0,0.0,GOOD
418,2025-06-27 21:30:01,54.39545,7.75519,0.0268407948453472,-148.723554870004,GOOD
420,2025-06-27 21:26:20,54.39561,7.75467,0.0055888089457438,131.60506173635,GOOD
421,2025-06-27 21:38:23,54.39522,7.75628,0.0,0.0,GOOD
414,2025-06-27 21:27:45,54.39571,7.75229,0.054021921268535,-19.5474253599257,GOOD
415,2025-06-27 21:23:37,54.39492,7.75362,0.0193252310172436,-88.9865975921081,GOOD
416,2025-06-27 21:44:49,54.39521,7.75304,0.0071774961224441,-29.2505693835389,GOOD
417,2025-06-27 21:28:21,54.39534,7.75575,0.0,0.0,GOOD
418,2025-06-27 21:30:01,54.39545,7.75519,0.0268407948453472,-148.723554870004,GOOD
420,2025-06-27 21:26:20,54.39561,7.75467,0.0055888089457438,131.60506173635,GOOD
421,2025-06-27 21:38:23,54.39522,7.75628,0.0,0.0,GOOD
414,2025-06-27 21:27:45,54.39571,7.75229,0.054021921268535,-19.5474253599257,GOOD
415,2025-06-27 21:23:37,54.39492,7.75362,0.0193252310172436,-88.9865975921081,GOOD
416,2025-06-27 21:44:49,54.39521,7.75304,0.0071774961224441,-29.2505693835389,GOOD
417,2025-06-27 21:28:21,54.39534,7.75575,0.0,0.0,GOOD
418,2025-06-27 21:49:52,54.39545,7.7548,0.0735895177968566,-88.9876683451974,GOOD
420,2025-06-27 21:26:20,54.39561,7.75467,0.0055888089457438,131.60506173635,GOOD
421,2025-06-27 21:38:23,54.39522,7.75628,0.0,0.0,GOOD
414,2025-06-27 21:55:31,54.39558,7.75216,0.0148369061312852,1.01461810247208,GOOD
415,2025-06-27 21:23:37,54.39492,7.75362,0.0193252310172436,-88.9865975921081,GOOD
416,2025-06-27 21:44:49,54.39521,7.75304,0.0071774961224441,-29.2505693835389,GOOD
417,2025-06-27 21:28:21,54.39534,7.75575,0.0,0.0,GOOD
418,2025-06-27 21:49:52,54.39545,7.7548,0.0735895177968566,-88.9876683451974,GOOD
420,2025-06-27 21:26:20,54.39561,7.75467,0.0055888089457438,131.60506173635,GOOD
421,2025-06-27 21:38:23,54.39522,7.75628,0.0,0.0,GOOD
414,2025-06-27 21:58:49,54.39558,7.75221,0.0163969048068455,91.0145980191152,GOOD
415,2025-06-27 21:59:11,54.39493,7.75367,0.0,0.0,GOOD
416,2025-06-27 21:58:44,54.3952,7.75309,0.0041102051941067,109.93287072397,GOOD
417,2025-06-27 21:28:21,54.39534,7.75575,0.0,0.0,GOOD
418,2025-06-27 22:00:10,54.39545,7.75519,0.0409764573891407,91.012311325332,GOOD
420,2025-06-27 21:56:24,54.39564,7.75459,0.0,0.0,GOOD
421,2025-06-27 21:58:34,54.39526,7.75622,0.0244865518203186,-51.693632900827,GOOD
414,2025-06-27 21:58:49,54.39558,7.75221,0.0163969048068455,91.0145980191152,GOOD
415,2025-06-27 21:59:11,54.39493,7.75367,0.0,0.0,GOOD
416,2025-06-27 22:03:42,54.3952,7.75304,0.0108946872302101,-88.9861223861344,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,0.0006145962413413,-88.9882958665067,GOOD
418,2025-06-27 22:00:10,54.39545,7.75519,0.0409764573891407,91.012311325332,GOOD
420,2025-06-27 21:56:24,54.39564,7.75459,0.0,0.0,GOOD
421,2025-06-27 22:03:50,54.39521,7.75628,0.0214944458687556,146.010632021485,GOOD
414,2025-06-27 21:58:49,54.39558,7.75221,0.0163969048068455,91.0145980191152,GOOD
415,2025-06-27 22:08:39,54.39493,7.75364,0.0,0.0,GOOD
416,2025-06-27 22:08:45,54.39518,7.75304,0.0073450019083168,-178.986102190843,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,0.0006145962413413,-88.9882958665067,GOOD
418,2025-06-27 22:10:52,54.39193,7.76781,1.41475879582975,116.553919353934,GOOD
420,2025-06-27 21:56:24,54.39564,7.75459,0.0,0.0,GOOD
421,2025-06-27 22:03:50,54.39521,7.75628,0.0214944458687556,146.010632021485,GOOD
414,2025-06-27 22:13:02,54.39558,7.75218,0.0022836486643522,-88.9854101276195,GOOD
415,2025-06-27 22:08:39,54.39493,7.75364,0.0,0.0,GOOD
416,2025-06-27 22:08:45,54.39518,7.75304,0.0073450019083168,-178.986102190843,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,0.0006145962413413,-88.9882958665067,GOOD
418,2025-06-27 22:10:52,54.39193,7.76781,1.41475879582975,116.553919353934,GOOD
420,2025-06-27 21:56:24,54.39564,7.75459,0.0,0.0,GOOD
421,2025-06-27 22:11:19,54.39521,7.75628,0.0,0.0,GOOD
414,2025-06-27 22:38:02,54.39558,7.7521,0.0067641184758098,-73.0446901313983,GOOD
415,2025-06-27 22:38:33,54.39493,7.75362,0.0,0.0,GOOD
416,2025-06-27 22:28:49,54.39521,7.75302,0.0,0.0,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,,,GOOD
418,2025-06-27 22:40:01,54.39545,7.75515,0.0042300928569918,-88.9878228470862,GOOD
420,2025-06-27 22:41:02,54.39561,7.75459,0.0050582695660513,-106.293980264206,GOOD
421,2025-06-27 22:38:47,54.39524,7.75624,0.01947967378672,-88.9887403357286,GOOD
414,2025-06-27 22:43:06,54.39564,7.75195,0.0388436444357718,-54.5546093662386,GOOD
415,2025-06-27 22:43:31,54.39494,7.7536,0.0057388994594755,-48.39456436394,GOOD
416,2025-06-27 22:28:49,54.39521,7.75302,0.0,0.0,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,,,GOOD
418,2025-06-27 22:44:55,54.39545,7.75517,0.0044171376300903,91.0121771529138,GOOD
420,2025-06-27 22:41:02,54.39561,7.75459,0.0050582695660513,-106.293980264206,GOOD
421,2025-06-27 22:43:50,54.39524,7.7563,0.0128578703487812,91.0112718632872,GOOD
414,2025-06-27 22:43:06,54.39564,7.75195,0.0388436444357718,-54.5546093662386,GOOD
415,2025-06-27 22:48:32,54.39495,7.7536,0.0036969024089158,1.01343932568227,GOOD
416,2025-06-27 22:48:41,54.39521,7.753,0.0,0.0,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,,,GOOD
418,2025-06-27 22:44:55,54.39545,7.75517,0.0044171376300903,91.0121771529138,GOOD
420,2025-06-27 22:41:02,54.39561,7.75459,0.0050582695660513,-106.293980264206,GOOD
421,2025-06-27 22:48:43,54.39522,7.75626,0.011673613437991,-129.580945416186,GOOD
414,2025-06-27 22:43:06,54.39564,7.75195,0.0388436444357718,-54.5546093662386,GOOD
415,2025-06-27 22:48:32,54.39495,7.7536,0.0036969024089158,1.01343932568227,GOOD
416,2025-06-27 22:48:41,54.39521,7.753,0.0,0.0,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,,,GOOD
418,2025-06-27 22:54:55,54.39547,7.75515,0.0,0.0,GOOD
420,2025-06-27 22:51:18,54.39563,7.75461,0.0148369015641569,1.01262642599281,GOOD
421,2025-06-27 22:48:43,54.39522,7.75626,0.011673613437991,-129.580945416186,GOOD
414,2025-06-27 22:43:06,54.39564,7.75195,0.0388436444357718,-54.5546093662386,GOOD
415,2025-06-27 22:48:32,54.39495,7.7536,0.0036969024089158,1.01343932568227,GOOD
416,2025-06-27 22:58:40,54.39522,7.753,0.0,0.0,GOOD
417,2025-06-27 22:03:34,54.39534,7.75573,,,GOOD
418,2025-06-27 22:59:51,54.39547,7.75517,0.0043872899835725,91.0121774398487,GOOD
420,2025-06-27 22:51:18,54.39563,7.75461,0.0148369015641569,1.01262642599281,GOOD
421,2025-06-27 23:00:50,54.39526,7.75624,0.0063777814588198,-15.253856183907,GOOD
414,2025-06-27 23:03:07,54.39558,7.75212,0.0,0.0,GOOD
415,2025-06-27 23:03:31,54.39495,7.75356,0.0,0.0,GOOD
416,2025-06-27 23:03:41,54.39521,7.75298,0.0056816793056363,-129.578259886536,GOOD
418,2025-06-27 22:59:51,54.39547,7.75517,0.0043872899835725,91.0121774398487,GOOD
420,2025-06-27 22:51:18,54.39563,7.75461,0.0148369015641569,1.01262642599281,GOOD
421,2025-06-27 23:03:42,54.39529,7.75626,0.0208255920228729,22.2679849730254,GOOD
414,2025-06-27 23:03:07,54.39558,7.75212,0.0,0.0,GOOD
415,2025-06-27 23:03:31,54.39495,7.75356,0.0,0.0,GOOD
416,2025-06-27 23:03:41,54.39521,7.75298,0.0056816793056363,-129.578259886536,GOOD
418,2025-06-27 22:59:51,54.39547,7.75517,0.0043872899835725,91.0121774398487,GOOD
420,2025-06-27 22:51:18,54.39563,7.75461,0.0148369015641569,1.01262642599281,GOOD
421,2025-06-27 23:03:42,54.39529,7.75626,0.0208255920228729,22.2679849730254,GOOD
414,2025-06-27 23:38:06,54.39554,7.75212,0.0270989432334667,-160.5450447581,GOOD
415,2025-06-27 23:38:35,54.39496,7.75358,0.0,0.0,GOOD
416,2025-06-27 23:38:40,54.39523,7.753,0.0,0.0,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:32:25,54.39567,7.75457,0.0091460353497878,1.01265952355585,GOOD
421,2025-06-27 23:38:37,54.39526,7.75628,0.0174102663059012,31.2757147647793,GOOD
414,2025-06-27 23:43:07,54.39564,7.75214,0.0372199354789415,7.67112656470529,GOOD
415,2025-06-27 23:38:35,54.39496,7.75358,0.0,0.0,GOOD
416,2025-06-27 23:44:31,54.39524,7.75298,0.0048723219051519,-48.3938484448093,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-27 23:38:37,54.39526,7.75628,0.0174102663059012,31.2757147647793,GOOD
414,2025-06-27 23:43:07,54.39564,7.75214,0.0372199354789415,7.67112656470529,GOOD
415,2025-06-27 23:38:35,54.39496,7.75358,0.0,0.0,GOOD
416,2025-06-27 23:44:31,54.39524,7.75298,0.0048723219051519,-48.3938484448093,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-27 23:38:37,54.39526,7.75628,0.0174102663059012,31.2757147647793,GOOD
414,2025-06-27 23:43:07,54.39564,7.75214,0.0372199354789415,7.67112656470529,GOOD
415,2025-06-27 23:38:35,54.39496,7.75358,0.0,0.0,GOOD
416,2025-06-27 23:44:31,54.39524,7.75298,0.0048723219051519,-48.3938484448093,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-27 23:38:37,54.39526,7.75628,0.0174102663059012,31.2757147647793,GOOD
414,2025-06-27 23:43:07,54.39564,7.75214,0.0372199354789415,7.67112656470529,GOOD
415,2025-06-27 23:58:11,54.39499,7.75358,0.0,0.0,GOOD
416,2025-06-27 23:44:31,54.39524,7.75298,0.0048723219051519,-48.3938484448093,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-27 23:58:37,54.39523,7.7562,0.0,0.0,GOOD
414,2025-06-27 23:43:07,54.39564,7.75214,0.0372199354789415,7.67112656470529,GOOD
415,2025-06-27 23:58:11,54.39499,7.75358,0.0,0.0,GOOD
416,2025-06-27 23:44:31,54.39524,7.75298,0.0048723219051519,-48.3938484448093,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-27 23:58:37,54.39523,7.7562,0.0,0.0,GOOD
414,2025-06-28 00:08:04,54.39561,7.75214,0.0,0.0,GOOD
415,2025-06-28 00:08:30,54.395,7.75358,0.0,0.0,GOOD
416,2025-06-28 00:08:37,54.39525,7.753,0.0148369037225708,1.01393084454874,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-28 00:10:01,54.39532,7.75622,0.0333830197705115,1.01131296259343,GOOD
414,2025-06-28 00:13:02,54.39562,7.75214,0.0037341207019977,1.01463506182928,GOOD
415,2025-06-28 00:08:30,54.395,7.75358,0.0,0.0,GOOD
416,2025-06-28 00:08:37,54.39525,7.753,0.0148369037225708,1.01393084454874,GOOD
418,2025-06-27 23:19:50,54.39549,7.7551,0.0,0.0,GOOD
420,2025-06-27 23:41:21,54.39567,7.75459,0.0024228202102887,91.0126516102583,GOOD
421,2025-06-28 00:13:35,54.39526,7.7562,0.0317837789904223,-167.981707944579,GOOD
414,2025-06-28 00:38:01,54.39567,7.75212,0.0,0.0,GOOD
415,2025-06-28 00:38:33,54.395,7.75358,0.0,0.0,GOOD
416,2025-06-28 00:38:27,54.39525,7.75298,0.0,0.0,GOOD
420,2025-06-28 00:21:11,54.39568,7.75459,0.0,0.0,GOOD
421,2025-06-28 00:18:43,54.39534,7.75615,0.0307651990350368,-19.0255493314901,GOOD
414,2025-06-28 00:38:01,54.39567,7.75212,0.0,0.0,GOOD
415,2025-06-28 00:38:33,54.395,7.75358,0.0,0.0,GOOD
416,2025-06-28 00:38:27,54.39525,7.75298,0.0,0.0,GOOD
420,2025-06-28 00:21:11,54.39568,7.75459,0.0,0.0,GOOD
421,2025-06-28 00:18:43,54.39534,7.75615,0.0307651990350368,-19.0255493314901,GOOD
414,2025-06-28 00:48:00,54.39565,7.75212,0.0,0.0,GOOD
415,2025-06-28 00:48:31,54.39502,7.75358,0.0,0.0,GOOD
416,2025-06-28 00:38:27,54.39525,7.75298,0.0,0.0,GOOD
420,2025-06-28 00:21:11,54.39568,7.75459,0.0,0.0,GOOD
421,2025-06-28 00:48:37,54.39532,7.75622,0.0028209907880259,117.099558605408,GOOD
414,2025-06-28 00:53:02,54.39563,7.75212,0.0073693243889531,-178.985348355137,GOOD
415,2025-06-28 00:53:32,54.395,7.75358,0.0073938051565188,-178.986543587361,GOOD
416,2025-06-28 00:53:33,54.39524,7.75296,0.0,0.0,GOOD
420,2025-06-28 00:21:11,54.39568,7.75459,0.0,0.0,GOOD
421,2025-06-28 00:53:51,54.39524,7.75622,0.02835076042189,-178.988686974373,GOOD
414,2025-06-28 00:53:02,54.39563,7.75212,0.0073693243889531,-178.985348355137,GOOD
415,2025-06-28 00:58:34,54.39496,7.75358,0.0147386444227867,-178.986543967972,GOOD
416,2025-06-28 00:59:15,54.39526,7.75294,0.0075342702408217,-29.2504569017003,GOOD
420,2025-06-28 00:59:40,54.39545,7.7547,0.0115078424987805,165.419626980399,GOOD
421,2025-06-28 00:53:51,54.39524,7.75622,0.02835076042189,-178.988686974373,GOOD
414,2025-06-28 01:03:01,54.39567,7.7521,0.0148369064565401,1.01466803512676,GOOD
415,2025-06-28 01:03:26,54.39502,7.75356,0.0232936054991519,-9.99358535992391,GOOD
416,2025-06-28 01:03:35,54.39528,7.75291,0.0113755054627325,-40.1810178165921,GOOD
420,2025-06-28 00:59:40,54.39545,7.7547,0.0115078424987805,165.419626980399,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:03:01,54.39567,7.7521,0.0148369064565401,1.01466803512676,GOOD
415,2025-06-28 01:03:26,54.39502,7.75356,0.0232936054991519,-9.99358535992391,GOOD
416,2025-06-28 01:08:31,54.39529,7.75296,0.0115946465103371,72.0949569475452,GOOD
420,2025-06-28 01:09:41,54.39607,7.75427,0.123838796213199,-21.0201785570174,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:03:01,54.39567,7.7521,0.0148369064565401,1.01466803512676,GOOD
415,2025-06-28 01:03:26,54.39502,7.75356,0.0232936054991519,-9.99358535992391,GOOD
416,2025-06-28 01:08:31,54.39529,7.75296,0.0115946465103371,72.0949569475452,GOOD
420,2025-06-28 01:09:41,54.39607,7.75427,0.123838796213199,-21.0201785570174,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:38:03,54.39566,7.7521,0.0,0.0,GOOD
415,2025-06-28 01:38:32,54.39503,7.75354,0.0,0.0,GOOD
416,2025-06-28 01:38:31,54.39529,7.75291,0.0,0.0,GOOD
420,2025-06-28 01:36:41,54.39563,7.75457,0.014836901730886,-178.987340539671,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:38:03,54.39566,7.7521,0.0,0.0,GOOD
415,2025-06-28 01:38:32,54.39503,7.75354,0.0,0.0,GOOD
416,2025-06-28 01:38:31,54.39529,7.75291,0.0,0.0,GOOD
420,2025-06-28 01:36:41,54.39563,7.75457,0.014836901730886,-178.987340539671,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:48:08,54.39566,7.75208,0.0021464997495397,-88.9853237273481,GOOD
415,2025-06-28 01:48:33,54.39505,7.75354,0.0037030538331875,1.01348931884636,GOOD
416,2025-06-28 01:48:28,54.39529,7.75289,0.0021752829391183,-88.985987086099,GOOD
420,2025-06-28 01:46:17,54.3957,7.75446,0.0,0.0,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:53:02,54.39567,7.75206,0.0058169215832761,-48.3927968468829,GOOD
415,2025-06-28 01:48:33,54.39505,7.75354,0.0037030538331875,1.01348931884636,GOOD
416,2025-06-28 01:48:28,54.39529,7.75289,0.0021752829391183,-88.985987086099,GOOD
420,2025-06-28 01:51:13,54.39574,7.7545,0.0174102202844815,31.27687515,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:53:02,54.39567,7.75206,0.0058169215832761,-48.3927968468829,GOOD
415,2025-06-28 01:58:32,54.39503,7.75349,0.006571272504561,-123.41677952807,GOOD
416,2025-06-28 01:48:28,54.39529,7.75289,0.0021752829391183,-88.985987086099,GOOD
420,2025-06-28 01:56:13,54.39574,7.7545,0.0,0.0,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:53:02,54.39567,7.75206,0.0058169215832761,-48.3927968468829,GOOD
415,2025-06-28 01:58:32,54.39503,7.75349,0.006571272504561,-123.41677952807,GOOD
416,2025-06-28 01:48:28,54.39529,7.75289,0.0021752829391183,-88.985987086099,GOOD
420,2025-06-28 01:56:13,54.39574,7.7545,0.0,0.0,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 01:53:02,54.39567,7.75206,0.0058169215832761,-48.3927968468829,GOOD
415,2025-06-28 02:08:33,54.39503,7.75349,0.0,0.0,GOOD
416,2025-06-28 02:08:28,54.39529,7.75287,0.0,0.0,GOOD
420,2025-06-28 01:56:13,54.39574,7.7545,0.0,0.0,GOOD
421,2025-06-28 01:03:19,54.39534,7.75618,0.0201175480122187,-12.1267438441823,GOOD
414,2025-06-28 02:28:13,54.39565,7.75203,0.0127560107089787,-148.721111837561,GOOD
415,2025-06-28 02:33:33,54.39476,7.75392,0.220437620811609,-16.059810717578,GOOD
416,2025-06-28 02:33:26,54.39528,7.75289,0.0043578666636504,91.0140290620553,GOOD
420,2025-06-28 02:31:10,54.39573,7.75442,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 02:28:13,54.39565,7.75203,0.0127560107089787,-148.721111837561,GOOD
415,2025-06-28 02:33:33,54.39476,7.75392,0.220437620811609,-16.059810717578,GOOD
416,2025-06-28 02:33:26,54.39528,7.75289,0.0043578666636504,91.0140290620553,GOOD
420,2025-06-28 02:31:10,54.39573,7.75442,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 02:28:13,54.39565,7.75203,0.0127560107089787,-148.721111837561,GOOD
415,2025-06-28 02:48:33,54.39481,7.75384,0.008457633246857,-42.0213400576642,GOOD
416,2025-06-28 02:33:26,54.39528,7.75289,0.0043578666636504,91.0140290620553,GOOD
420,2025-06-28 02:31:10,54.39573,7.75442,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 02:28:13,54.39565,7.75203,0.0127560107089787,-148.721111837561,GOOD
415,2025-06-28 02:48:33,54.39481,7.75384,0.008457633246857,-42.0213400576642,GOOD
416,2025-06-28 02:33:26,54.39528,7.75289,0.0043578666636504,91.0140290620553,GOOD
420,2025-06-28 02:31:10,54.39573,7.75442,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 02:58:12,54.39565,7.75199,0.0,0.0,GOOD
415,2025-06-28 02:48:33,54.39481,7.75384,0.008457633246857,-42.0213400576642,GOOD
416,2025-06-28 02:58:31,54.39526,7.75281,0.0148369042100757,-178.985914016918,GOOD
420,2025-06-28 02:56:12,54.39571,7.75444,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:03:09,54.39567,7.75201,0.0086758057978949,31.2789277463949,GOOD
415,2025-06-28 02:48:33,54.39481,7.75384,0.008457633246857,-42.0213400576642,GOOD
416,2025-06-28 03:03:35,54.39531,7.75285,0.0201980679143287,26.0379808995224,GOOD
420,2025-06-28 03:01:12,54.39571,7.75444,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:03:09,54.39567,7.75201,0.0086758057978949,31.2789277463949,GOOD
415,2025-06-28 03:11:02,54.39506,7.75358,0.22557468694165,-169.598800778047,GOOD
416,2025-06-28 03:08:40,54.39529,7.75283,0.0084482612730831,-148.721540061029,GOOD
420,2025-06-28 03:06:15,54.39574,7.75444,0.0110175018323652,1.01276612510463,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:03:09,54.39567,7.75201,0.0086758057978949,31.2789277463949,GOOD
415,2025-06-28 03:11:02,54.39506,7.75358,0.22557468694165,-169.598800778047,GOOD
416,2025-06-28 03:13:40,54.39528,7.75285,0.0057006126679606,131.606308763638,GOOD
420,2025-06-28 03:11:15,54.39574,7.75444,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:38:25,54.39566,7.75197,0.0,0.0,GOOD
415,2025-06-28 03:38:32,54.39496,7.75345,0.0242026229305915,165.940409673992,GOOD
416,2025-06-28 03:38:38,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:11:15,54.39574,7.75444,0.0,0.0,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:38:25,54.39566,7.75197,0.0,0.0,GOOD
415,2025-06-28 03:38:32,54.39496,7.75345,0.0242026229305915,165.940409673992,GOOD
416,2025-06-28 03:38:38,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:41:21,54.39562,7.75435,0.0482199322650716,-178.987161195196,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:38:25,54.39566,7.75197,0.0,0.0,GOOD
415,2025-06-28 03:38:32,54.39496,7.75345,0.0242026229305915,165.940409673992,GOOD
416,2025-06-28 03:38:38,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:41:21,54.39562,7.75435,0.0482199322650716,-178.987161195196,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:53:30,54.39567,7.75195,0.0018896960648478,-48.3927073936503,GOOD
415,2025-06-28 03:53:23,54.39508,7.75334,0.0148369026599947,1.0136522095857,GOOD
416,2025-06-28 03:53:35,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:41:21,54.39562,7.75435,0.0482199322650716,-178.987161195196,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:53:30,54.39567,7.75195,0.0018896960648478,-48.3927073936503,GOOD
415,2025-06-28 03:53:23,54.39508,7.75334,0.0148369026599947,1.0136522095857,GOOD
416,2025-06-28 03:53:35,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:41:21,54.39562,7.75435,0.0482199322650716,-178.987161195196,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:53:30,54.39567,7.75195,0.0018896960648478,-48.3927073936503,GOOD
415,2025-06-28 03:53:23,54.39508,7.75334,0.0148369026599947,1.0136522095857,GOOD
416,2025-06-28 03:53:35,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:41:21,54.39562,7.75435,0.0482199322650716,-178.987161195196,GOOD
421,2025-06-28 02:32:10,54.39529,7.75609,0.0154554892049216,-162.723471124523,GOOD
414,2025-06-28 03:53:30,54.39567,7.75195,0.0018896960648478,-48.3927073936503,GOOD
415,2025-06-28 03:53:23,54.39508,7.75334,0.0148369026599947,1.0136522095857,GOOD
416,2025-06-28 03:53:35,54.39529,7.75283,0.0,0.0,GOOD
420,2025-06-28 03:41:21,54.39562,7.75435,0.0482199322650716,-178.987161195196,GOOD
